id,nat,kin,prefix,root,modifier,en,context,pronunciation,voiceLink,closeSuggestions,verified,author
274,not set,kugimba,ku,gimba,#NAME?,to be in puberty (boy),not set,not set,not set,NULL,0,1
275,not set,kugingimira,ku,gingimira,#NAME?,"to stutter, stammer, hesitate",not set,not set,not set,NULL,0,1
276,not set,kugingimiranya,ku,gingimiranya,#NAME?,"to hesitate, be fearful",not set,not set,not set,NULL,0,1
277,not set,kugira,ku,gira,#NAME?,"to have, make",not set,not set,not set,NULL,0,1
278,not set,kugirwa,ku,girwa,#NAME?,"to be made of, composed of",not set,not set,not set,NULL,0,1
279,not set,kugisha,ku,gisha,#NAME?,to move to find pasture,not set,not set,not set,NULL,0,1
280,not set,kugisha inama,ku,gisha inama,#NAME?,"to ask for advice, consult",not set,not set,not set,NULL,0,1
281,not set,kugishwa inama,ku,gishwa inama,#NAME?,"to be asked for advice, consulted",not set,not set,not set,NULL,0,1
282,not set,kugoboka,ku,goboka,#NAME?,to unexpectedly help or aid,not set,not set,not set,NULL,0,1
283,not set,kugoma,ku,goma,#NAME?,"to rebel, disobey",not set,not set,not set,NULL,0,1
284,not set,kugomba,ku,gomba,#NAME?,"to have to, need to, must, should",not set,not set,not set,NULL,0,1
285,not set,kugora,ku,gora,#NAME?,"to be difficult, troublesome",not set,not set,not set,NULL,0,1
286,not set,kugorama,ku,gorama,#NAME?,to bend,not set,not set,not set,NULL,0,1
287,not set,kugoroba,ku,goroba,#NAME?,to become evening or later in the day,not set,not set,not set,NULL,0,1
288,not set,kugorora,ku,gorora,#NAME?,"to make straight, straighten, iron",not set,not set,not set,NULL,0,1
289,not set,kugororera,ku,gororera,#NAME?,"to reward, recompense (as king)",not set,not set,not set,NULL,0,1
290,not set,kugororoka,ku,gororoka,#NAME?,"to become straight, be flexible",not set,not set,not set,NULL,0,1
291,not set,kugorwa,ku,gorwa,#NAME?,"to be unfortunate, unlucky",not set,not set,not set,NULL,0,1
292,not set,kugota,ku,gota,#NAME?,"to encircle, surround",not set,not set,not set,NULL,0,1
293,not set,kugubwa,ku,gubwa,#NAME?,to feel physically,not set,not set,not set,NULL,0,1
294,not set,kuguma,ku,guma,#NAME?,"to stay, remain",not set,not set,not set,NULL,0,1
295,not set,kugumana,ku,gumana,#NAME?,"to stay with, remain with",not set,not set,not set,NULL,0,1
296,not set,kugura,ku,gura,#NAME?,"to buy, purchase",not set,not set,not set,NULL,0,1
297,not set,kugurana,ku,gurana,#NAME?,"to exchange, swap",not set,not set,not set,NULL,0,1
298,not set,kugurira,ku,gurira,#NAME?,"to buy for, buy from",not set,not set,not set,NULL,0,1
299,not set,kugurisha,ku,gurisha,#NAME?,to sell,not set,not set,not set,NULL,0,1
300,not set,kugurishwa,ku,gurishwa,#NAME?,to be sold,not set,not set,not set,NULL,0,1
301,not set,kuguriza,ku,guriza,#NAME?,to lend money to someone,not set,not set,not set,NULL,0,1
302,not set,kuguruka,ku,guruka,#NAME?,to fly,not set,not set,not set,NULL,0,1
303,not set,kugurwa,ku,gurwa,#NAME?,to be bought,not set,not set,not set,NULL,0,1
304,not set,kugusha,ku,gusha,#NAME?,"to cause to fall, take down",not set,not set,not set,NULL,0,1
305,not set,kuguza,ku,guza,#NAME?,"to borrow, lend",not set,not set,not set,NULL,0,1
306,not set,kugwa,ku,gwa,#NAME?,to fall,not set,not set,not set,NULL,0,1
307,not set,kugwa agacuho,ku,gwa agacuho,#NAME?,to be overcome by tiredness,not set,not set,not set,NULL,0,1
308,not set,kugwa gitumo,ku,gwa gitumo,#NAME?,"to happen suddenly or unexpectedly, catch red handed",not set,not set,not set,NULL,0,1
309,not set,kugwa isari,ku,gwa isari,#NAME?,"to faint, be tired, hungry and thirsty",not set,not set,not set,NULL,0,1
310,not set,kugwa ivutu,ku,gwa ivutu,#NAME?,"to overeat, eat too much",not set,not set,not set,NULL,0,1
311,not set,kugwa nabi,ku,gwa nabi,#NAME?,to be badly behaved,not set,not set,not set,NULL,0,1
312,not set,kugwa neza,ku,gwa neza,#NAME?,to be well behaved,not set,not set,not set,NULL,0,1
313,not set,kugwira,ku,gwira,#NAME?,"to be accumulated, multiplied",not set,not set,not set,NULL,0,1
314,not set,kugwiza,ku,gwiza,#NAME?,to accumulate or multiply something,not set,not set,not set,NULL,0,1
315,not set,guha,gu,ha,#NAME?,to give to,not set,not set,not set,NULL,0,1
316,not set,guhaba,gu,haba,#NAME?,"to be lost, wander about with hope of finding the way",not set,not set,not set,NULL,0,1
317,not set,guhabuka,gu,habuka,#NAME?,to find the way after being lost,not set,not set,not set,NULL,0,1
318,not set,guhabwa,gu,habwa,#NAME?,"to be given, receive",not set,not set,not set,NULL,0,1
319,not set,guhaga,gu,haga,#NAME?,"to be full, satisfied",not set,not set,not set,NULL,0,1
320,not set,guhagarara,gu,hagarara,#NAME?,"to stop, stand",not set,not set,not set,NULL,0,1
321,not set,guhagararira,gu,hagararira,#NAME?,"to represent, stand in for, take another's place temporarily",not set,not set,not set,NULL,0,1
322,not set,guhagarika,gu,hagarika,#NAME?,to cause to stop or stand,not set,not set,not set,NULL,0,1
323,not set,guhaguruka,gu,haguruka,#NAME?,"to stand up, arise",not set,not set,not set,NULL,0,1
324,not set,guhagurutsa,gu,hagurutsa,#NAME?,to cause one to stand,not set,not set,not set,NULL,0,1
325,not set,guhaha,gu,haha,#NAME?,"to exchange, trade something (including labour)",not set,not set,not set,NULL,0,1
326,not set,guhahamuka,gu,hahamuka,#NAME?,to be traumatised,not set,not set,not set,NULL,0,1
327,not set,guhaka,gu,haka,#NAME?,to be pregnant,not set,not set,not set,NULL,0,1
328,not set,guhakana,gu,hakana,#NAME?,"to deny, refuse, reject",not set,not set,not set,NULL,0,1
329,not set,guhama,gu,hama,#NAME?,"to remain, stay",not set,not set,not set,NULL,0,1
330,not set,guhamagara,gu,hamagara,#NAME?,to call (by phone),not set,not set,not set,NULL,0,1
331,not set,guhamba,gu,hamba,#NAME?,to bury someone,not set,not set,not set,NULL,0,1
332,not set,guhambana,gu,hambana,#NAME?,"to bury each other, take care of each other",not set,not set,not set,NULL,0,1
333,not set,guhambira,gu,hambira,#NAME?,"to tie up, bind, wrap",not set,not set,not set,NULL,0,1
334,not set,guhambuka,gu,hambuka,#NAME?,"to become untied, loose",not set,not set,not set,NULL,0,1
335,not set,guhambura,gu,hambura,#NAME?,"to untie, unwrap",not set,not set,not set,NULL,0,1
336,not set,guhambwa,gu,hambwa,#NAME?,to be buried,not set,not set,not set,NULL,0,1
337,not set,guhamiriza,gu,hamiriza,#NAME?,to testify to,not set,not set,not set,NULL,0,1
338,not set,guhamuka,gu,hamuka,#NAME?,to be cowardly,not set,not set,not set,NULL,0,1
339,not set,guhamya,gu,hamya,#NAME?,"to witness, testify, affirm, authenticate",not set,not set,not set,NULL,0,1
340,not set,guhana,gu,hana,#NAME?,"to correct, reprimand",not set,not set,not set,NULL,0,1
341,not set,guhanagura,gu,hanagura,#NAME?,"to rub, polish, wipe, dust",not set,not set,not set,NULL,0,1
342,not set,guhanga,gu,hanga,#NAME?,to perform a piece of music,not set,not set,not set,NULL,0,1
343,not set,guhangana,gu,hangana,#NAME?,"to oppose, face each other",not set,not set,not set,NULL,0,1
344,not set,guhangara,gu,hangara,#NAME?,to win despite being the underdog,not set,not set,not set,NULL,0,1
345,not set,guhangayika,gu,hangayika,#NAME?,"to worry, be anxious, worried",not set,not set,not set,NULL,0,1
346,not set,guhanguka,gu,hanguka,#NAME?,"to cease to be best, go out of fashion",not set,not set,not set,NULL,0,1
347,not set,guhangwa,gu,hangwa,#NAME?,"to be possessed by, invented by, created by",not set,not set,not set,NULL,0,1
348,not set,guhanika,gu,hanika,#NAME?,to be put above,not set,not set,not set,NULL,0,1
349,not set,guhanuka,gu,hanuka,#NAME?,to fall from above,not set,not set,not set,NULL,0,1
350,not set,guhanura,gu,hanura,#NAME?,to pull down,not set,not set,not set,NULL,0,1
351,not set,guhanuza,gu,hanuza,#NAME?,to seek prophesy,not set,not set,not set,NULL,0,1
352,not set,guhanwa,gu,hanwa,#NAME?,"to be corrected, reprimanded",not set,not set,not set,NULL,0,1
353,not set,guhara,gu,hara,#NAME?,"to give up, let something go",not set,not set,not set,NULL,0,1
354,not set,guharanira,gu,haranira,#NAME?,to strive for,not set,not set,not set,NULL,0,1
355,not set,guharura,gu,harura,#NAME?,"to scrape, scratch, dig just the topsoil",not set,not set,not set,NULL,0,1
356,not set,guhata,gu,hata,#NAME?,to peel with knife,not set,not set,not set,NULL,0,1
357,not set,guhatwa,gu,hatwa,#NAME?,to be peeled with knife,not set,not set,not set,NULL,0,1
358,not set,guhaza,gu,haza,#NAME?,"to satisfy, be sufficient, enough",not set,not set,not set,NULL,0,1
359,not set,guheba,gu,heba,#NAME?,to be lost forever,not set,not set,not set,NULL,0,1
360,not set,guhebuza,gu,hebuza,#NAME?,"to exceed, be superior",not set,not set,not set,NULL,0,1
361,not set,guheheta,gu,heheta,#NAME?,to lust,not set,not set,not set,NULL,0,1
362,not set,guheka,gu,heka,#NAME?,"to carry, transport",not set,not set,not set,NULL,0,1
363,not set,guhekenya,gu,hekenya,#NAME?,to chew,not set,not set,not set,NULL,0,1
364,not set,guhekenywa,gu,hekenywa,#NAME?,to be chewed,not set,not set,not set,NULL,0,1
365,not set,guhekwa,gu,hekwa,#NAME?,"to be carried on someone's back, given a ride on bike",not set,not set,not set,NULL,0,1
366,not set,guhemba,gu,hemba,#NAME?,"to pay for something done, reward",not set,not set,not set,NULL,0,1
367,not set,guhembera,gu,hembera,#NAME?,"to pay at, reward at",not set,not set,not set,NULL,0,1
368,not set,guhemberwa,gu,hemberwa,#NAME?,"to be paid at, rewarded at",not set,not set,not set,NULL,0,1
369,not set,guhembwa,gu,hembwa,#NAME?,"to earn, rewarded, be paid for something done",not set,not set,not set,NULL,0,1
370,not set,guhemuka,gu,hemuka,#NAME?,"to be unfaithful, fail someone",not set,not set,not set,NULL,0,1
371,not set,guhemura,gu,hemura,#NAME?,"to treat very badly, abuse",not set,not set,not set,NULL,0,1
372,not set,guhemurwa,gu,hemurwa,#NAME?,"to be treated very badly, abused",not set,not set,not set,NULL,0,1
373,not set,guhenda,gu,henda,#NAME?,"to overcharge, charge too much, be expensive",not set,not set,not set,NULL,0,1
374,not set,guhendahenda,gu,hendahenda,#NAME?,"to beg, beseech, plead",not set,not set,not set,NULL,0,1
375,not set,guhenduka,gu,henduka,#NAME?,to be cheap,not set,not set,not set,NULL,0,1
376,not set,guhendwa,gu,hendwa,#NAME?,to be overcharged,not set,not set,not set,NULL,0,1
377,not set,guhera,gu,hera,#NAME?,"to end, cease, disappear",not set,not set,not set,NULL,0,1
378,not set,guherekeza,gu,herekeza,#NAME?,"to accompany, escort",not set,not set,not set,NULL,0,1
379,not set,guhererana,gu,hererana,#NAME?,"to be near, beside",not set,not set,not set,NULL,0,1
380,not set,guhererekanya,gu,hererekanya,#NAME?,"to convey, transmit",not set,not set,not set,NULL,0,1
381,not set,guheruka,gu,heruka,#NAME?,"to be last, come last, have done recently",not set,not set,not set,NULL,0,1
382,not set,guherutsa,gu,herutsa,#NAME?,to have or make come last,not set,not set,not set,NULL,0,1
383,not set,guheta,gu,heta,#NAME?,to bend,not set,not set,not set,NULL,0,1
384,not set,guheza,gu,heza,#NAME?,"to send away, refuse permission to enter",not set,not set,not set,NULL,0,1
385,not set,guhiga,gu,higa,#NAME?,to hunt,not set,not set,not set,NULL,0,1
386,not set,guhihibikana,gu,hihibikana,#NAME?,to follow earnestly after,not set,not set,not set,NULL,0,1
387,not set,guhimba,gu,himba,#NAME?,"to invent, write, author",not set,not set,not set,NULL,0,1
388,not set,guhimbaza,gu,himbaza,#NAME?,to praise,not set,not set,not set,NULL,0,1
389,not set,guhina,gu,hina,#NAME?,"to shorten, summarize, sum up",not set,not set,not set,NULL,0,1
390,not set,guhinda,gu,hinda,#NAME?,to thunder,not set,not set,not set,NULL,0,1
391,not set,guhinduka,gu,hinduka,#NAME?,"to become, be changed",not set,not set,not set,NULL,0,1
392,not set,guhindukira,gu,hindukira,#NAME?,"to turn around, come back",not set,not set,not set,NULL,0,1
393,not set,guhindukiza,gu,hindukiza,#NAME?,to turn something around,not set,not set,not set,NULL,0,1
394,not set,guhindura,gu,hindura,#NAME?,"to change, edit, alter",not set,not set,not set,NULL,0,1
395,not set,guhindurwa,gu,hindurwa,#NAME?,"to be changed, edited",not set,not set,not set,NULL,0,1
396,not set,guhinga,gu,hinga,#NAME?,"to grow, cultivate, dig",not set,not set,not set,NULL,0,1
397,not set,guhinguka,gu,hinguka,#NAME?,"to arrive, emerge",not set,not set,not set,NULL,0,1
398,not set,guhingutsa,gu,hingutsa,#NAME?,"to cause to arrive, summon, place",not set,not set,not set,NULL,0,1
399,not set,guhinyuka,gu,hinyuka,#NAME?,"to displease, disappoint",not set,not set,not set,NULL,0,1
400,not set,guhinyura,gu,hinyura,#NAME?,"to scorn, criticize",not set,not set,not set,NULL,0,1
401,not set,guhirika,gu,hirika,#NAME?,"to turn upside down, push away",not set,not set,not set,NULL,0,1
402,not set,guhirwa,gu,hirwa,#NAME?,"to be lucky, blessed, fortunate",not set,not set,not set,NULL,0,1
403,not set,guhisha,gu,hisha,#NAME?,"to hide, conceal",not set,not set,not set,NULL,0,1
404,not set,guhishura,gu,hishura,#NAME?,to reveal,not set,not set,not set,NULL,0,1
405,not set,guhita,gu,hita,#NAME?,to pass by,not set,not set,not set,NULL,0,1
406,not set,guhitamo,gu,hitamo,#NAME?,"to select, choose, pick",not set,not set,not set,NULL,0,1
407,not set,guhitwa,gu,hitwa,#NAME?,to have diarrhoea,not set,not set,not set,NULL,0,1
408,not set,guhobera,gu,hobera,#NAME?,to embrace,not set,not set,not set,NULL,0,1
409,not set,guhoberana,gu,hoberana,#NAME?,to embrace each other,not set,not set,not set,NULL,0,1
410,not set,guhoma,gu,homa,#NAME?,to plaster,not set,not set,not set,NULL,0,1
411,not set,guhomboka,gu,homboka,#NAME?,to speak without thinking,not set,not set,not set,NULL,0,1
412,not set,guhonda,gu,honda,#NAME?,to beat,not set,not set,not set,NULL,0,1
413,not set,guhondagura,gu,hondagura,#NAME?,"to knock down, smash",not set,not set,not set,NULL,0,1
414,not set,guhonga,gu,honga,#NAME?,"to wilt, change expression on hearing bad news",not set,not set,not set,NULL,0,1
415,not set,guhongerera,gu,hongerera,#NAME?,to atone,not set,not set,not set,NULL,0,1
416,not set,guhonoka,gu,honoka,#NAME?,to survive (a calamity),not set,not set,not set,NULL,0,1
417,not set,guhora,gu,hora,#NAME?,"to be always, continually",not set,not set,not set,NULL,0,1
418,not set,guhorera,gu,horera,#NAME?,to make sound like approaching rain,not set,not set,not set,NULL,0,1
419,not set,guhorota,gu,horota,#NAME?,to lose weight,not set,not set,not set,NULL,0,1
420,not set,guhosha,gu,hosha,#NAME?,"to stop, prevent, quell",not set,not set,not set,NULL,0,1
421,not set,guhotora,gu,hotora,#NAME?,to twist cords,not set,not set,not set,NULL,0,1
422,not set,guhoza,gu,hoza,#NAME?,"to receive fare, receive rent",not set,not set,not set,NULL,0,1
423,not set,guhubuka,gu,hubuka,#NAME?,"to fall from above, crowd",not set,not set,not set,NULL,0,1
424,not set,guhuga,gu,huga,#NAME?,"to be busy, occupied, distracted",not set,not set,not set,NULL,0,1
425,not set,guhugira,gu,hugira,#NAME?,"to be busy, occupied with something",not set,not set,not set,NULL,0,1
426,not set,guhuguka,gu,huguka,#NAME?,"to be intelligent, skilled, capable",not set,not set,not set,NULL,0,1
427,not set,guhugura,gu,hugura,#NAME?,"to arouse, inform, urge to correct one's ways",not set,not set,not set,NULL,0,1
428,not set,guhugurwa,gu,hugurwa,#NAME?,"to be aroused, informed",not set,not set,not set,NULL,0,1
429,not set,guhuguza,gu,huguza,#NAME?,to seize property of another,not set,not set,not set,NULL,0,1
430,not set,guhuha,gu,huha,#NAME?,to blow (wind),not set,not set,not set,NULL,0,1
431,not set,guhuhwa,gu,huhwa,#NAME?,to be light in weight,not set,not set,not set,NULL,0,1
432,not set,guhuma,gu,huma,#NAME?,to be blind,not set,not set,not set,NULL,0,1
433,not set,guhumagurika,gu,humagurika,#NAME?,to be totally blind,not set,not set,not set,NULL,0,1
434,not set,guhumana,gu,humana,#NAME?,"to be defiled by breaking a taboo, have skin disease",not set,not set,not set,NULL,0,1
435,not set,guhumanuka,gu,humanuka,#NAME?,to become clean,not set,not set,not set,NULL,0,1
436,not set,guhumanura,gu,humanura,#NAME?,to make ceremonially clean,not set,not set,not set,NULL,0,1
437,not set,guhumanya,gu,humanya,#NAME?,"to make unclean, defile",not set,not set,not set,NULL,0,1
438,not set,guhumeka,gu,humeka,#NAME?,to breathe,not set,not set,not set,NULL,0,1
439,not set,guhumekwa,gu,humekwa,#NAME?,to be inspired,not set,not set,not set,NULL,0,1
440,not set,guhumiriza,gu,humiriza,#NAME?,to close one's eyes,not set,not set,not set,NULL,0,1
441,not set,guhumuka,gu,humuka,#NAME?,to regain sight,not set,not set,not set,NULL,0,1
442,not set,guhumura,gu,humura,#NAME?,to smell good,not set,not set,not set,NULL,0,1
443,not set,guhumuriza,gu,humuriza,#NAME?,"to comfort, console, encourage",not set,not set,not set,NULL,0,1
444,not set,guhumurizwa,gu,humurizwa,#NAME?,"to be comforted, be consoled, quietened",not set,not set,not set,NULL,0,1
445,not set,guhumuza,gu,humuza,#NAME?,"to flavour, make smell good, make taste good",not set,not set,not set,NULL,0,1
446,not set,guhunga,gu,hunga,#NAME?,"to flee, be exiled from",not set,not set,not set,NULL,0,1
447,not set,guhungira,gu,hungira,#NAME?,"to be exiled to, flee to",not set,not set,not set,NULL,0,1
448,not set,guhunguka,gu,hunguka,#NAME?,"to return from exile, be repatriated",not set,not set,not set,NULL,0,1
449,not set,guhungura,gu,hungura,#NAME?,to remove corn from the cob,not set,not set,not set,NULL,0,1
450,not set,guhunika,gu,hunika,#NAME?,to store crops in a granary,not set,not set,not set,NULL,0,1
451,not set,guhunikira,gu,hunikira,#NAME?,"to nod off, doze",not set,not set,not set,NULL,0,1
452,not set,guhunyiza,gu,hunyiza,#NAME?,"to nod off, doze",not set,not set,not set,NULL,0,1
453,not set,guhunza amaso,gu,hunza amaso,#NAME?,to not look someone straight in the eye,not set,not set,not set,NULL,0,1
454,not set,guhura,gu,hura,#NAME?,to meet,not set,not set,not set,NULL,0,1
455,not set,guhurura,gu,hurura,#NAME?,"to go out against, run with crowd, charge, rescue",not set,not set,not set,NULL,0,1
456,not set,guhuza,gu,huza,#NAME?,"to bring together, mediate, associate, connect",not set,not set,not set,NULL,0,1
457,not set,guhwema,gu,hwema,#NAME?,"to cease, grow weary, rest, relax",not set,not set,not set,NULL,0,1
458,not set,kwiba,kw,iba,#NAME?,"to steal, steal from",not set,not set,not set,NULL,0,1
459,not set,kwibagirwa,kw,ibagirwa,#NAME?,to forget,not set,not set,not set,NULL,0,1
460,not set,kwibana,kw,ibana,#NAME?,to live alone,not set,not set,not set,NULL,0,1
461,not set,kwibanda,kw,ibanda,#NAME?,to concentrate on,not set,not set,not set,NULL,0,1
462,not set,kwibeshya,kw,ibeshya,#NAME?,"to err, make a mistake",not set,not set,not set,NULL,0,1
463,not set,kwibiza,kw,ibiza,#NAME?,to dip in water (part of body),not set,not set,not set,NULL,0,1
464,not set,kwibona,kw,ibona,#NAME?,to be proud,not set,not set,not set,NULL,0,1
465,not set,kwibuka,kw,ibuka,#NAME?,"to remember, recall",not set,not set,not set,NULL,0,1
466,not set,kwiburanya,kw,iburanya,#NAME?,"to question, reason about",not set,not set,not set,NULL,0,1
467,not set,kwibutsa,kw,ibutsa,#NAME?,to remind,not set,not set,not set,NULL,0,1
468,not set,kwibwira,kw,ibwira,#NAME?,to think about,not set,not set,not set,NULL,0,1
469,not set,kwica,kw,ica,#NAME?,to kill,not set,not set,not set,NULL,0,1
470,not set,kwicara,kw,icara,#NAME?,to sit,not set,not set,not set,NULL,0,1
471,not set,kwicaza,kw,icaza,#NAME?,to cause to sit,not set,not set,not set,NULL,0,1
472,not set,kwicira,kw,icira,#NAME?,to kill for,not set,not set,not set,NULL,0,1
473,not set,kwicisha,kw,icisha,#NAME?,to cause to kill,not set,not set,not set,NULL,0,1
474,not set,kwicuma,kw,icuma,#NAME?,"to go ahead, move on",not set,not set,not set,NULL,0,1
475,not set,kwicunda,kw,icunda,#NAME?,"to swing, be swinging",not set,not set,not set,NULL,0,1
476,not set,kwicwa,kw,icwa,#NAME?,to be killed,not set,not set,not set,NULL,0,1
477,not set,kwidagadura,kw,idagadura,#NAME?,"to enjoy oneself, have fun",not set,not set,not set,NULL,0,1
478,not set,kwifasha,kw,ifasha,#NAME?,to help oneself,not set,not set,not set,NULL,0,1
479,not set,kwifashisha,kw,ifashisha,#NAME?,"to help oneself to something, use",not set,not set,not set,NULL,0,1
480,not set,kwifata,kw,ifata,#NAME?,to abstain,not set,not set,not set,NULL,0,1
481,not set,kwifubika,kw,ifubika,#NAME?,"to cover oneself, wrap around oneself",not set,not set,not set,NULL,0,1
482,not set,kwifuza,kw,ifuza,#NAME?,"to wish, desire",not set,not set,not set,NULL,0,1
483,not set,kwifuzwa,kw,ifuzwa,#NAME?,to be desired,not set,not set,not set,NULL,0,1
484,not set,kwiga,kw,iga,#NAME?,"to study, learn",not set,not set,not set,NULL,0,1
485,not set,kwigana,kw,igana,#NAME?,"to study together, imitate",not set,not set,not set,NULL,0,1
486,not set,kwiganyira,kw,iganyira,#NAME?,"to worry, be anxious, worried",not set,not set,not set,NULL,0,1
487,not set,kwigaragambya,kw,igaragambya,#NAME?,"to riot, demonstrate",not set,not set,not set,NULL,0,1
488,not set,kwigaragura,kw,igaragura,#NAME?,to thrash around as a sick person does,not set,not set,not set,NULL,0,1
489,not set,kwigaya,kw,igaya,#NAME?,to be ashamed,not set,not set,not set,NULL,0,1
490,not set,kwigendera,kw,igendera,#NAME?,to go by oneself,not set,not set,not set,NULL,0,1
491,not set,kwigenga,kw,igenga,#NAME?,to be independent,not set,not set,not set,NULL,0,1
492,not set,kwigera,kw,igera,#NAME?,"to have ever had, try on clothes",not set,not set,not set,NULL,0,1
493,not set,kwigerezaho,kw,igerezaho,#NAME?,"to do something risky or difficult, dare",not set,not set,not set,NULL,0,1
494,not set,kwigisha,kw,igisha,#NAME?,to teach,not set,not set,not set,NULL,0,1
495,not set,kwigishwa,kw,igishwa,#NAME?,to be taught,not set,not set,not set,NULL,0,1
496,not set,kwigomwa,kw,igomwa,#NAME?,"to give up, sacrifice, fast",not set,not set,not set,NULL,0,1
497,not set,kwihagarika,kw,ihagarika,#NAME?,to go to the toilet,not set,not set,not set,NULL,0,1
498,not set,kwihana,kw,ihana,#NAME?,to repent,not set,not set,not set,NULL,0,1
499,not set,kwihanangiriza,kw,ihanangiriza,#NAME?,"to warn, threaten",not set,not set,not set,NULL,0,1
500,not set,kwihandagaza,kw,ihandagaza,#NAME?,"to be apparent, obvious",not set,not set,not set,NULL,0,1
501,not set,kwihangana,kw,ihangana,#NAME?,"to be patient, endure",not set,not set,not set,NULL,0,1
502,not set,kwiharira,kw,iharira,#NAME?,"to be special, for a special purpose, not share with others",not set,not set,not set,NULL,0,1
503,not set,kwiheba,kw,iheba,#NAME?,to despair,not set,not set,not set,NULL,0,1
504,not set,kwiherera,kw,iherera,#NAME?,to be alone,not set,not set,not set,NULL,0,1
505,not set,kwihorera,kw,ihorera,#NAME?,"to be silent, leave someone alone",not set,not set,not set,NULL,0,1
506,not set,kwihugura,kw,ihugura,#NAME?,"to find out, learn, discover, be informed",not set,not set,not set,NULL,0,1
507,not set,kwihuta,kw,ihuta,#NAME?,"to hurry, go quickly",not set,not set,not set,NULL,0,1
508,not set,kwijima,kw,ijima,#NAME?,"to be dark, get dark",not set,not set,not set,NULL,0,1
509,not set,kwijujuta,kw,ijujuta,#NAME?,"to murmur, be discontent",not set,not set,not set,NULL,0,1
510,not set,kwikanga,kw,ikanga,#NAME?,to be startled,not set,not set,not set,NULL,0,1
511,not set,kwikanyiza,kw,ikanyiza,#NAME?,"to be selfish, stingy",not set,not set,not set,NULL,0,1
512,not set,kwikira,kw,ikira,#NAME?,to board a ship,not set,not set,not set,NULL,0,1
513,not set,kwikora,kw,ikora,#NAME?,to do oneself,not set,not set,not set,NULL,0,1
514,not set,kwikorera,kw,ikorera,#NAME?,"to carry (a load), carry on head",not set,not set,not set,NULL,0,1
515,not set,kwikuba,kw,ikuba,#NAME?,to multiply oneself,not set,not set,not set,NULL,0,1
516,not set,kwikubita imbere,kw,ikubita imbere,#NAME?,to fall down before (in respect),not set,not set,not set,NULL,0,1
517,not set,kwikubura,kw,ikubura,#NAME?,to withdraw quickly,not set,not set,not set,NULL,0,1
518,not set,kwikunda,kw,ikunda,#NAME?,"to love oneself, be selfish",not set,not set,not set,NULL,0,1
519,not set,kwima,kw,ima,#NAME?,"to withhold, refuse to give",not set,not set,not set,NULL,0,1
520,not set,kwimenya,kw,imenya,#NAME?,to know oneself,not set,not set,not set,NULL,0,1
521,not set,kwimuka,kw,imuka,#NAME?,"to move, change residence, relocate",not set,not set,not set,NULL,0,1
522,not set,kwimura,kw,imura,#NAME?,"to move something, shift, postpone",not set,not set,not set,NULL,0,1
523,not set,kwinangira umutima,kw,inangira umutima,#NAME?,to harden one's heart,not set,not set,not set,NULL,0,1
524,not set,kwinezeza,kw,inezeza,nejeje,"to please oneself, enjoy oneself",not set,not set,not set,NULL,0,1
525,not set,kwinginga,kw,inginga,#NAME?,"to beg, beseech, plead with",not set,not set,not set,NULL,0,1
526,not set,kwinja,kw,inja,#NAME?,to covertly gather information by questioning,not set,not set,not set,NULL,0,1
527,not set,kwinjira,kw,injira,#NAME?,to enter,not set,not set,not set,NULL,0,1
528,not set,kwinjwa,kw,injwa,#NAME?,to be investigated without knowing,not set,not set,not set,NULL,0,1
529,not set,kwinuba,kw,inuba,#NAME?,"to complain, grumble",not set,not set,not set,NULL,0,1
530,not set,kwinyagambura,kw,inyagambura,#NAME?,to move one's body without moving place,not set,not set,not set,NULL,0,1
531,not set,kwira,kw,ira,#NAME?,"to change from day to night, be evening",not set,not set,not set,NULL,0,1
532,not set,kwirabura,kw,irabura,#NAME?,to be black,not set,not set,not set,NULL,0,1
533,not set,kwirata,kw,irata,#NAME?,to boast,not set,not set,not set,NULL,0,1
534,not set,kwiregura,kw,iregura,#NAME?,to defend oneself against accusation,not set,not set,not set,NULL,0,1
535,not set,kwirenga,kw,irenga,#NAME?,to overcome weakness,not set,not set,not set,NULL,0,1
536,not set,kwirengagiza,kw,irengagiza,#NAME?,"to neglect, overlook, procrastinate",not set,not set,not set,NULL,0,1
537,not set,kwirengera,kw,irengera,#NAME?,"to take responsibility for something, carry something without using your hands",not set,not set,not set,NULL,0,1
538,not set,kwirenza,kw,irenza,#NAME?,"to throw behind oneself, get rid of",not set,not set,not set,NULL,0,1
539,not set,kwirimbisha,kw,irimbisha,#NAME?,to wash and comb oneself,not set,not set,not set,NULL,0,1
540,not set,kwirinda,kw,irinda,#NAME?,"to beware, be careful of",not set,not set,not set,NULL,0,1
541,not set,kwiringira,kw,iringira,#NAME?,"to trust, rely on, hope, expect",not set,not set,not set,NULL,0,1
542,not set,kwirirwa,kw,irirwa,#NAME?,to spend the day,not set,not set,not set,NULL,0,1
543,not set,kwiriza,kw,iriza,#NAME?,to cause to spend the day,not set,not set,not set,NULL,0,1
544,not set,kwiroha,kw,iroha,#NAME?,"to rush upon, push",not set,not set,not set,NULL,0,1
545,not set,kwiruka,kw,iruka,#NAME?,to run,not set,not set,not set,NULL,0,1
546,not set,kwirukana,kw,irukana,#NAME?,"to chase, run after",not set,not set,not set,NULL,0,1
547,not set,kwirukanka,kw,irukanka,#NAME?,to run,not set,not set,not set,NULL,0,1
